t,det_l,det_r,x,y,z,dist,ipd,yaw,pitch,roll,arousal,valence,change,dwell,absent,approach,attending,state,det_ms,fsm_state,fsm_row
49.123,1,1,0.0199,0.2173,-0.4322,0.4842,0.0666,-3.47,-1.99,3.03,0.077,0.324,3.556,17.30,0.00,-0.001,1,content,10.1,CONTENT,
49.170,1,1,0.0199,0.2169,-0.4314,0.4833,0.0660,-3.56,-2.43,3.24,0.080,0.346,4.202,17.34,0.00,0.003,1,content,10.0,CONTENT,
49.218,1,1,0.0199,0.2169,-0.4315,0.4834,0.0669,-3.26,-2.64,3.21,0.087,0.393,3.859,17.39,0.00,0.002,1,content,10.0,CONTENT,
49.266,1,1,0.0198,0.2159,-0.4302,0.4817,0.0678,-2.97,-2.87,3.48,0.087,0.346,4.462,17.44,0.00,0.008,1,content,10.0,CONTENT,
49.316,1,1,0.0198,0.2153,-0.4289,0.4803,0.0657,-3.06,-2.53,3.19,0.081,0.325,3.814,17.49,0.00,0.013,1,content,10.2,CONTENT,
49.378,1,1,0.0199,0.2145,-0.4275,0.4787,0.0660,-2.92,-3.19,3.23,0.085,0.329,3.327,17.55,0.00,0.015,1,content,10.3,CONTENT,
49.427,1,1,0.0199,0.2150,-0.4285,0.4798,0.0667,-2.92,-1.84,2.66,0.085,0.341,2.821,17.60,0.00,0.008,1,content,10.2,CONTENT,
49.473,1,1,0.0198,0.2154,-0.4292,0.4806,0.0664,-3.56,-2.07,2.87,0.085,0.333,2.549,17.65,0.00,0.002,1,content,10.2,CONTENT,
49.523,1,1,0.0199,0.2140,-0.4268,0.4779,0.0670,-3.11,-1.71,2.87,0.078,0.258,3.157,17.70,0.00,0.013,1,content,10.2,CONTENT,
49.570,1,1,0.0200,0.2140,-0.4266,0.4777,0.0654,-2.83,-2.40,3.36,0.080,0.232,3.070,17.74,0.00,0.011,1,neutral,9.9,CONTENT,
49.617,1,1,0.0199,0.2150,-0.4288,0.4801,0.0685,-3.83,-3.54,2.68,0.083,0.250,3.088,17.79,0.00,-0.001,1,neutral,10.2,CONTENT,
49.666,1,1,0.0200,0.2154,-0.4294,0.4808,0.0655,-2.90,-2.20,3.46,0.083,0.316,3.324,17.84,0.00,-0.004,1,neutral,10.1,CONTENT,
49.714,1,1,0.0200,0.2160,-0.4302,0.4818,0.0669,-3.32,-2.70,2.95,0.087,0.340,3.076,17.89,0.00,-0.007,1,excited,9.9,CONTENT,
49.778,1,1,0.0199,0.2156,-0.4296,0.4811,0.0658,-3.16,-2.37,2.91,0.084,0.344,2.645,17.95,0.00,-0.004,1,excited,10.5,CONTENT,
49.827,1,1,0.0199,0.2160,-0.4304,0.4820,0.0669,-3.64,-3.20,3.24,0.081,0.304,2.826,18.00,0.00,-0.006,1,excited,10.1,CONTENT,
49.874,1,1,0.0200,0.2157,-0.4299,0.4814,0.0672,-3.22,-2.12,3.29,0.081,0.328,3.170,18.05,0.00,-0.003,1,excited,10.1,CONTENT,
49.922,1,1,0.0200,0.2153,-0.4293,0.4807,0.0662,-3.55,-1.67,3.35,0.073,0.267,3.834,18.10,0.00,0.001,1,excited,10.2,CONTENT,
49.970,1,1,0.0201,0.2149,-0.4286,0.4799,0.0653,-3.04,-2.15,3.15,0.075,0.278,4.026,18.14,0.00,0.004,1,excited,10.0,CONTENT,
50.018,1,1,0.0202,0.2159,-0.4303,0.4818,0.0656,-3.71,-2.40,3.01,0.082,0.267,3.559,18.19,0.00,-0.005,1,excited,10.1,CONTENT,
50.066,1,1,0.0204,0.2154,-0.4294,0.4808,0.0652,-3.17,-1.63,3.54,0.082,0.289,3.379,18.24,0.00,0.000,1,excited,9.9,CONTENT,
50.116,1,1,0.0205,0.2149,-0.4283,0.4797,0.0666,-3.13,-2.56,3.19,0.085,0.273,3.240,18.29,0.00,0.005,1,excited,10.0,CONTENT,
50.177,1,1,0.0207,0.2159,-0.4304,0.4820,0.0667,-3.62,-3.44,3.34,0.082,0.295,3.039,18.35,0.00,-0.004,1,excited,10.2,CONTENT,
50.226,1,1,0.0206,0.2155,-0.4296,0.4811,0.0664,-4.16,-3.24,3.05,0.081,0.274,3.033,18.40,0.00,0.001,1,excited,10.1,CONTENT,
50.273,1,1,0.0207,0.2162,-0.4309,0.4826,0.0652,-3.31,-2.21,2.71,0.076,0.331,3.671,18.45,0.00,-0.006,1,excited,10.0,CONTENT,
50.323,1,1,0.0207,0.2164,-0.4311,0.4828,0.0651,-3.69,-2.69,3.09,0.076,0.391,3.223,18.50,0.00,-0.006,1,excited,10.2,CONTENT,
50.371,1,1,0.0206,0.2160,-0.4302,0.4818,0.0668,-3.68,-3.95,3.04,0.078,0.460,2.971,18.55,0.00,-0.000,1,excited,10.2,CONTENT,
50.434,1,1,0.0206,0.2164,-0.4311,0.4828,0.0690,-3.06,-1.38,3.23,0.087,0.541,2.764,18.61,0.00,-0.003,1,excited,10.2,CONTENT,
50.482,1,1,0.0207,0.2171,-0.4328,0.4847,0.0659,-2.74,-0.99,3.10,0.091,0.597,2.296,18.66,0.00,-0.010,1,excited,9.9,CONTENT,
50.530,1,1,0.0208,0.2172,-0.4334,0.4852,0.0658,-3.41,-1.33,2.88,0.105,0.646,2.049,18.70,0.00,-0.011,1,excited,10.1,CONTENT,
50.593,1,1,0.0209,0.2160,-0.4319,0.4834,0.0642,-2.97,-0.37,2.88,0.106,0.684,1.757,18.77,0.00,-0.003,1,excited,10.3,CONTENT,
